EntidadWifi,NombreEntidad,same_as_wikidata_nombre_entidad,HORARIO,EQUIPAMIENTO,TRANSPORTE_1,Linea_1,TRANSPORTE_2,Linea_2,ACCESIBILIDAD,CONTENT-URL,VIA,same_as_wikidata_via,TIPO-NUM,NUM,CIUDAD,same_as_wikidata_ciudad,PROVINCIA,same_as_wikidata_provincia,CODIGO-POSTAL,COD-BARRIO,BARRIO,same_as_wikidata_barrio,COD-DISTRITO,DISTRITO,same_as_wikidata_distrito,COORDENADA-X,COORDENADA-Y,LATITUD,LONGITUD,TELEFONO,EMAIL,TipoEntidadWifi
190825,Oficina_de_Atencion_a_la_Ciudadania__Sanchinarro_Linea_Madrid_Distrito_Hortaleza,,"Días laborables:  Lunes a  jueves, de 8:30 a 17 horas Viernes de 8:30 a 14 horas   Julio y agosto: lunes a viernes de 8:30 a 14 horas  Avisos: Cerrada los sábados y los días 24 y 31 de diciembre Los sábados no hay ningún registro abierto  El último tique podrá expedirse 15 minutos antes del horario de cierre, a fin de poder atender a todas las personas en espera. Atención en otros idiomas y lenguaje de signos ver apartado 'Servicios'",Atención en otros idiomas:    Lengua de signos española e inglés: 8:30 a 17 horas.      Zona wifi.,Metro_de_Madrid,1,Bus__Madrid,172_174,"1,4,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c2b3f5ae13d60110VgnVCM2000000c205a0aRCRD,CALLE_DE_PRINCESA_DE_EBOLI,,V,29,MADRID,http://wikidata.org/entity/Q2807,MADRID_PROVINCE,http://wikidata.org/entity/Q24004405,28050,6,VALDEFUENTES,https://wikidata.org/entity/Q10388714,16,HORTALEZA,https://wikidata.org/entity/Q1928529,444461,4482397,40.49042200599307,-3.6553467891079854,,,"AyuntamientoMadrid-OficinasMunicipalesRegistro"
4706011,Oficina_de_Atencion_a_la_Ciudadania_Carabanchel_Linea_Madrid,,"Días laborables:  Lunes a jueves, de 8:30 a 17 horas. Viernes de 8:30 a 14 horas.   Julio y agosto: lunes a viernes de 8:30 a 14 horas.  Avisos: Cerrada los sábados y los días 24 y 31 de diciembre. Los sábados no hay ningún registro abierto.  El último tique podrá expedirse 15 minutos antes del horario de cierre, a fin de poder atender a todas las personas en espera. Atención en otros idiomas y lenguaje de signos ver apartado Servicios.","Atención en otros idiomas:    Lengua de signos española e inglés: 8:30 a 17 horas.  Rumano, árabe y chino mandarín: 8:30 a 14:15 horas.   Zona wifi.",Metro_de_Madrid,5,Bus__Madrid,34_35,"1,4,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9c8fa5a18b3c6110VgnVCM1000000b205a0aRCRD,CALLE_DE_UTEBO,,V,8,MADRID,http://wikidata.org/entity/Q2807,MADRID_PROVINCE,http://wikidata.org/entity/Q24004405,28025,4,VISTA_ALEGRE,https://wikidata.org/entity/Q3813741,11,CARABANCHEL,https://wikidata.org/entity/Q1001991,437305,4470969,40.386962506825974,-3.7386530020939652,,,"AyuntamientoMadrid-OficinasMunicipalesRegistro"
5727898,Oficina_de_Atencion_a_la_Ciudadania_Centro_Linea_Madrid,,"Días laborables:  Lunes a  jueves, de 8:30 a 17 horas. Viernes de 8:30 a 14 horas.   Julio y agosto: lunes a viernes de 8:30 a 14 horas.  Avisos: Cerrada los sábados y los días 24 y 31 de diciembre. Los sábados no hay ningún registro abierto.  El último tique podrá expedirse 15 minutos antes del horario de cierre, a fin de poder atender a todas las personas en espera. Atención en otros idiomas y lenguaje de signos ver apartado Servicios.",Atención en otros idiomas:    Lengua de signos española e inglés: 8:30 a 17 horas.  Árabe y chino mandarín: 8:30 a 14:15 horas.   Zona wifi.,Metro_de_Madrid,1,Bus__Madrid,6_26_32,"1,4,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=70141da64ba49210VgnVCM1000000b205a0aRCRD,CALLE_DE_ATOCHA,https://wikidata.org/entity/Q5492657,V,70,MADRID,http://wikidata.org/entity/Q2807,MADRID_PROVINCE,http://wikidata.org/entity/Q24004405,28012,2,EMBAJADORES,https://wikidata.org/entity/Q2449844,1,CENTRO,https://wikidata.org/entity/Q1763376,440800,4473667,40.41152531852587,-3.6977284803610733,,,"AyuntamientoMadrid-OficinasMunicipalesRegistro"
182853,Oficina_de_Atencion_a_la_Ciudadania_Chamartin_Linea_Madrid,,"Días laborables:  Lunes a  jueves, de 8:30 a 17 horas. Viernes de 8:30 a 14 horas.   Julio y agosto: lunes a viernes de 8:30 a 14 horas. AVISOS: Cerrada los sábados y los días 24 y 31 de diciembre. Los sábados no hay ningún registro abierto.  El último tique podrá expedirse 15 minutos antes del horario de cierre, a fin de poder atender a todas las personas en espera. Atención en otros idiomas y lenguaje de signos ver apartado Servicios.",Atención en otros idiomas:    Lengua de signos española e inglés: 8:30 a 17 horas.      Zona wifi.,Metro_de_Madrid,9,Bus__Madrid,29_52_1,"1,4,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=614b8aa6bd91f010VgnVCM1000000b205a0aRCRD,CALLE_DEL_PRINCIPE_DE_VERGARA,https://wikidata.org/entity/Q5741020,V,142,MADRID,http://wikidata.org/entity/Q2807,MADRID_PROVINCE,http://wikidata.org/entity/Q24004405,28002,3,CIUDAD_JARDIN,https://wikidata.org/entity/Q3773744,5,CHAMARTIN,https://wikidata.org/entity/Q1766348,442496,4477359,40.444902405213526,-3.6780788363404526,,,"AyuntamientoMadrid-OficinasMunicipalesRegistro"
183012,Oficina_de_Atencion_a_la_Ciudadania_Chamberi_Linea_Madrid,,"Días laborables: Lunes a  jueves, 8:30 a 17 horas Viernes 8:30 a 14 horas Julio y agosto: lunes a viernes 8:30 a 14 horas Avisos: Los días 24 y 31 de diciembre, cuando no coincida en sábado o domingo, esta oficina funcionará como Oficina Central de Atención a la Ciudadanía prestando solamente servicios de Registro, atendiendo únicamente con cita previa en horario de 9:00 a 14:00 horas Los sábados no hay ningún registro abierto  El último tique podrá expedirse 15 minutos antes del horario de cierre, a fin de poder atender a todas las personas en espera.",Atención en otros idiomas:    Lengua de signos española e inglés: 8:30 a 17 horas.      Zona wifi.,Metro_de_Madrid,1_4_2_4_4_5_1_0,Bus__Madrid,147_40_37_149_3,"1,4,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=499b8aa6bd91f010VgnVCM1000000b205a0aRCRD,CALLE_DE_PALAFOX_MADRID,https://wikidata.org/entity/Q28733295,V,4,MADRID,http://wikidata.org/entity/Q2807,MADRID_PROVINCE,http://wikidata.org/entity/Q24004405,28010,3,TRAFALGAR,https://wikidata.org/entity/Q10384027,7,CHAMBERI,https://wikidata.org/entity/Q1763370,440550,4475783,40.43056915283038,-3.7008727272441293,,,"AyuntamientoMadrid-OficinasMunicipalesRegistro"
180078,Oficina_de_Atencion_a_la_Ciudadania_Ciudad_Lineal_Linea_Madrid,,"Días laborables:  Lunes a  jueves, 8:30 a 17 horas. Viernes 8:30 a 14 horas.   Julio y agosto : lunes a viernes 8:30 a 14 horas.   Avisos: Cerrada los sábados y los días 24 y 31 de diciembre. Los sábados no hay ningún registro abierto.  El último tique podrá expedirse 15 minutos antes del horario de cierre, a fin de poder atender a todas las personas en espera. Atención en otros idiomas y lenguaje de signos ver apartado 'Servicios'.",La atención en otros idiomas se realizará directamente en las oficinas por los gestores en los siguientes horarios:    Lengua de signos española e inglés : 8:30 a 17 horas.         Zona wifi,Metro_de_Madrid,5,Bus__Madrid,38_48_70_109_4,"1,4,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=50eb8aa6bd91f010VgnVCM1000000b205a0aRCRD,CALLE_DE_LOS_HERMANOS_GARCIA_NOBLEJAS_MADRID,https://wikidata.org/entity/Q5740959,V,16,MADRID,http://wikidata.org/entity/Q2807,MADRID_PROVINCE,http://wikidata.org/entity/Q24004405,28037,2,PUEBLO_NUEVO,https://wikidata.org/entity/Q71753,15,CIUDAD_LINEAL,https://wikidata.org/entity/Q1763694,445975,4476345,40.4359990280135,-3.6369662067437245,,,"AyuntamientoMadrid-OficinasMunicipalesRegistro"
180291,Oficina_de_Atencion_a_la_Ciudadania_Fuencarral__El_Pardo_Linea_Madrid,,"Días laborables:  Lunes a  jueves, de 8:30 a 17 horas Viernes de 8:30 a 14 horas   Julio y agosto: lunes a viernes de 8:30 a 14 horas  Avisos: Cerrada los sábados y los días 24 y 31 de diciembre Los sábados no hay ningún registro abierto  El último tique podrá expedirse 15 minutos antes del horario de cierre, a fin de poder atender a todas las personas en espera. Atención en otros idiomas y lenguaje de signos ver apartado 'Servicios'",Atención en otros idiomas:    Lengua de signos española e inglés: 8:30 a 17 horas.      Zona wifi.,Metro_de_Madrid,9_7,Bus__Madrid,128_132_137_49_83,"1,4,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=eb0c8aa6bd91f010VgnVCM1000000b205a0aRCRD,AVENIDA_DE_MONFORTE_DE_LEMOS_MADRID,https://wikidata.org/entity/Q52683954,V,40,MADRID,http://wikidata.org/entity/Q2807,MADRID_PROVINCE,http://wikidata.org/entity/Q24004405,28029,4,EL_PILAR,https://wikidata.org/entity/Q3773964,8,FUENCARRALEL_PARDO,https://wikidata.org/entity/Q656196,439836,4481107,40.47847167535107,-3.709797895326373,,,"AyuntamientoMadrid-OficinasMunicipalesRegistro"
182794,Oficina_de_Atencion_a_la_Ciudadania_Hortaleza_Linea_Madrid,,"Días laborables:  Lunes a  jueves, de 8:30 a 17 horas Viernes de 8:30 a 14 horas   Julio y agosto: lunes a viernes de 8:30 a 14 horas  Avisos: Cerrada los sábados y los días 24 y 31 de diciembre Los sábados no hay ningún registro abierto  El último tique podrá expedirse 15 minutos antes del horario de cierre, a fin de poder atender a todas las personas en espera. Atención en otros idiomas y lenguaje de signos ver apartado 'Servicios'",Atención en otros idiomas:    Lengua de signos española e inglés: 8:30 a 17 horas.      Zona wifi.,Bus_Madrid,7_3_7_2_9,,,"1,4,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0a8c8aa6bd91f010VgnVCM1000000b205a0aRCRD,CARRETERA_DE_CANILLAS_MADRID,https://wikidata.org/entity/Q28973490,V,2,MADRID,http://wikidata.org/entity/Q2807,MADRID_PROVINCE,http://wikidata.org/entity/Q24004405,28043,3,CANILLAS,https://wikidata.org/entity/Q9694341,16,HORTALEZA,https://wikidata.org/entity/Q1928529,444286,4479355,40.46300274233825,-3.6571450771648553,,,"AyuntamientoMadrid-OficinasMunicipalesRegistro"
181203,Oficina_de_Atencion_a_la_Ciudadania_Latina_Linea_Madrid,,"Días laborables:  Lunes a  jueves, de 8:30 a 17 horas Viernes de 8:30 a 14 horas   Julio y agosto: lunes a viernes de 8:30 a 14 horas  Avisos: Cerrada los sábados y los días 24 y 31 de diciembre Los sábados no hay ningún registro abierto  El último tique podrá expedirse 15 minutos antes del horario de cierre, a fin de poder atender a todas las personas en espera. Atención en otros idiomas y lenguaje de signos ver apartado 'Servicios'",Atención en otros idiomas:    Lengua de signos española e inglés: 8:30 a 17 horas.      Zona wifi.,Metro_de_Madrid,5,Cercanias__Renfe,5_5,"1,4,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8bcc8aa6bd91f010VgnVCM1000000b205a0aRCRD,AVENIDA_DE_LAS_AGUILAS_MADRID,https://wikidata.org/entity/Q29405114,V,2,MADRID,http://wikidata.org/entity/Q2807,MADRID_PROVINCE,http://wikidata.org/entity/Q24004405,28044,7,LAS_AGUILAS,https://wikidata.org/entity/Q5971372,10,LATINA,https://wikidata.org/entity/Q794954,435135,4470763,40.38493929920335,-3.7641963952601154,,,"AyuntamientoMadrid-OficinasMunicipalesRegistro"
4618663,Oficina_de_Atencion_a_la_Ciudadania_Moncloa__Aravaca_Linea_Madrid,,"Días laborables:  Lunes a  jueves, de 8:30 a 17 horas Viernes de 8:30 a 14 horas   Julio y agosto: lunes a viernes de 8:30 a 14 horas  Avisos: Cerrada los sábados y los días 24 y 31 de diciembre Los sábados no hay ningún registro abierto  El último tique podrá expedirse 15 minutos antes del horario de cierre, a fin de poder atender a todas las personas en espera. Atención en otros idiomas y lenguaje de signos ver apartado 'Servicios'",La atención en otros idiomas se realizará directamente en las oficinas por los gestores en los siguientes horarios:    Lengua de signos española e inglés : 8:30 a 17 horas.     Rumano: 8:30 a 14:15 horas.    Zona wifi.,Metro_de_Madrid,3_6,Bus__Madrid,160_162_62_133_83_1_132_138_44_82_2,"1,4,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1d6607151bcf3110VgnVCM1000000b205a0aRCRD,PLAZA_DE_MONCLOA,,V,1,MADRID,http://wikidata.org/entity/Q2807,MADRID_PROVINCE,http://wikidata.org/entity/Q24004405,28008,2,ARGUELLES,https://wikidata.org/entity/Q64874,9,MONCLOAARAVACA,https://wikidata.org/entity/Q2017682,439028,4476311,40.435209440386444,-3.718872513851534,,,"AyuntamientoMadrid-OficinasMunicipalesRegistro"
180014,Oficina_de_Atencion_a_la_Ciudadania_Moratalaz_Linea_Madrid,,"Días laborables:  Lunes a  jueves, de 8:30 a 17 horas Viernes de 8:30 a 14 horas   Julio y agosto: lunes a viernes de 8:30 a 14 horas  Avisos: Cerrada los sábados y los días 24 y 31 de diciembre Los sábados no hay ningún registro abierto  El último tique podrá expedirse 15 minutos antes del horario de cierre, a fin de poder atender a todas las personas en espera. Atención en otros idiomas y lenguaje de signos ver apartado 'Servicios'",Atención en otros idiomas:    Lengua de signos española e inglés: 8:30 a 17 horas.      Zona wifi.,Metro_de_Madrid,9,Bus__Madrid,142_144_8_20_32,"1,4,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7e5d8aa6bd91f010VgnVCM1000000b205a0aRCRD,CALLE_DE_LA_FUENTE_CARRANTONA_MADRID,https://wikidata.org/entity/Q28936137,V,8,MADRID,http://wikidata.org/entity/Q2807,MADRID_PROVINCE,http://wikidata.org/entity/Q24004405,28030,1,PAVONES,https://wikidata.org/entity/Q71760,14,MORATALAZ,https://wikidata.org/entity/Q2076109,445940,4472198,40.39864180232909,-3.6370281973682417,,,"AyuntamientoMadrid-OficinasMunicipalesRegistro"
182199,Oficina_de_Atencion_a_la_Ciudadania_Puente_de_Vallecas_Linea_Madrid,,"Días laborables:   Lunes a  jueves, de 8:30 a 17 horas Viernes de 8:30 a 14 horas   Julio y agosto: lunes a viernes de 8:30 a 14 horas  Avisos: Cerrada los sábados y los días 24 y 31 de diciembre Los sábados no hay ningún registro abierto  El último tique podrá expedirse 15 minutos antes del horario de cierre, a fin de poder atender a todas las personas en espera. Atención en otros idiomas y lenguaje de signos ver apartado 'Servicios'","La atención en otros idiomas se realizará directamente en las oficinas por los gestores en los siguientes horarios:    Lengua de signos española e inglés : 8:30 a 17 horas.  Rumano, árabe y chino mandarín: 8:30 a 17 horas.    Zona wifi.",Metro_de_Madrid,1_1,Bus__Madrid,136_54_57_58_10_111_24_310,"1,4,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0ced8aa6bd91f010VgnVCM1000000b205a0aRCRD,AVENIDA_DE_LA_ALBUFERA,https://wikidata.org/entity/Q5714221,V,42,MADRID,http://wikidata.org/entity/Q2807,MADRID_PROVINCE,http://wikidata.org/entity/Q24004405,28038,2,SAN_DIEGO,https://wikidata.org/entity/Q11946851,13,PUENTE_DE_VALLECAS,https://wikidata.org/entity/Q2003054,443451,4471996,40.39665462054556,-3.6663371141497607,,,"AyuntamientoMadrid-OficinasMunicipalesRegistro"
180011,Oficina_de_Atencion_a_la_Ciudadania_Retiro_Linea_Madrid,,"Días laborables:  Lunes a  jueves, de 8:30 a 17 horas Viernes de 8:30 a 14 horas   Julio y agosto: lunes a viernes de 8:30 a 14 horas  Avisos: Cerrada los sábados y los días 24 y 31 de diciembre Los sábados no hay ningún registro abierto  El último tique podrá expedirse 15 minutos antes del horario de cierre, a fin de poder atender a todas las personas en espera. Atención en otros idiomas y lenguaje de signos ver apartado 'Servicios'",Atención en otros idiomas:    Lengua de signos española e inglés: 8:30 a 17 horas.      Zona wifi.,Metro_de_Madrid,1_6,Bus__Madrid,141_24_37_54_57,"1,4,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a74e8aa6bd91f010VgnVCM1000000b205a0aRCRD,PLAZA_DE_DAOIZ_Y_VELARDE_MADRID,https://wikidata.org/entity/Q68240345,V,1,MADRID,http://wikidata.org/entity/Q2807,MADRID_PROVINCE,http://wikidata.org/entity/Q24004405,28007,1,PACIFICO,https://wikidata.org/entity/Q3773753,3,RETIRO,https://wikidata.org/entity/Q2002296,442514,4472633,40.40232608747992,-3.6774411939274305,,,"AyuntamientoMadrid-OficinasMunicipalesRegistro"
180854,Oficina_de_Atencion_a_la_Ciudadania_Salamanca_Linea_Madrid,,"Días laborables:  Lunes a  jueves, de 8:30 a 17 horas Viernes de 8:30 a 14 horas   Julio y agosto: lunes a viernes de 8:30 a 14 horas  Avisos: Cerrada los sábados y los días 24 y 31 de diciembre Los sábados no hay ningún registro abierto  El último tique podrá expedirse 15 minutos antes del horario de cierre, a fin de poder atender a todas las personas en espera. Atención en otros idiomas y lenguaje de signos ver apartado 'Servicios'",La atención en otros idiomas se realizará directamente en las oficinas por los gestores en los siguientes horarios:   Lengua de signos española e inglés: 8:30 a 17 horas.       Zona wifi.,Metro_de_Madrid,4_4,Bus__Madrid,1_9_19_51_74,"1,4,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c3ae8aa6bd91f010VgnVCM1000000b205a0aRCRD,CALLE_DE_VELAZQUEZ,https://wikidata.org/entity/Q20031523,V,52,MADRID,http://wikidata.org/entity/Q2807,MADRID_PROVINCE,http://wikidata.org/entity/Q24004405,28001,1,RECOLETOS,https://wikidata.org/entity/Q3814551,4,SALAMANCA,https://wikidata.org/entity/Q1773521,441999,4475412,40.427330008921025,-3.6837590047727184,,,"AyuntamientoMadrid-OficinasMunicipalesRegistro"
183637,Oficina_de_Atencion_a_la_Ciudadania_San_Blas__Canillejas_Linea_Madrid,,"Días laborables:  Lunes a  jueves, de 8:30 a 17 horas Viernes de 8:30 a 14 horas   Julio y agosto: lunes a viernes de 8:30 a 14 horas  Avisos: Cerrada los sábados y los días 24 y 31 de diciembre Los sábados no hay ningún registro abierto  El último tique podrá expedirse 15 minutos antes del horario de cierre, a fin de poder atender a todas las personas en espera. Atención en otros idiomas y lenguaje de signos ver apartado 'Servicios'",La atención en otros idiomas se realizará directamente en las oficinas por los gestores en los siguientes horarios:    Lengua de signos española e inglés : 8:30 a 17 horas.         Zona wifi.,Metro_de_Madrid,7,Bus__Madrid,38_140,"1,4,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e2fe8aa6bd91f010VgnVCM1000000b205a0aRCRD,AVENIDA_DE_ARCENTALES_MADRID,https://wikidata.org/entity/Q56155322,V,28,MADRID,http://wikidata.org/entity/Q2807,MADRID_PROVINCE,http://wikidata.org/entity/Q24004405,28022,5,ROSAS,https://wikidata.org/entity/Q18880469,20,SAN_BLASCANILLEJAS,https://wikidata.org/entity/Q2001937,448293,4476167,40.43454472956917,-3.609623751691297,,,"AyuntamientoMadrid-OficinasMunicipalesRegistro"
4533790,Oficina_de_Atencion_a_la_Ciudadania_Tetuan_Linea_Madrid,,"Días laborables:  Lunes a  jueves, de 8:30 a 17 horas Viernes de 8:30 a 14 horas   Julio y agosto: lunes a viernes de 8:30 a 14 horas  Avisos: Cerrada los sábados y los días 24 y 31 de diciembre Los sábados no hay ningún registro abierto  El último tique podrá expedirse 15 minutos antes del horario de cierre, a fin de poder atender a todas las personas en espera. Atención en otros idiomas y lenguaje de signos ver apartado 'Servicios'",La atención en otros idiomas se realizará directamente en las oficinas por los gestores en los siguientes horarios:    Lengua de signos española e inglés : 8:30 a 17 horas.         Zona wifi.,Metro_de_Madrid,1,Bus__Madrid,49_66_124,"1,4,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=567c1b7dd5621110VgnVCM2000000c205a0aRCRD,CALLE_DE_SIMANCAS,,V,6,MADRID,http://wikidata.org/entity/Q2807,MADRID_PROVINCE,http://wikidata.org/entity/Q24004405,28029,4,ALMENARA,https://wikidata.org/entity/Q2265427,6,TETUAN,https://wikidata.org/entity/Q1773540,441161,4479680,40.465712459445,-3.6940418104349586,,,"AyuntamientoMadrid-OficinasMunicipalesRegistro"
181625,Oficina_de_Atencion_a_la_Ciudadania_Usera_Linea_Madrid,,"Días laborables:  Lunes a  jueves, de 8:30 a 17 horas Viernes de 8:30 a 14 horas   Julio y agosto: lunes a viernes de 8:30 a 14 horas  Avisos: Cerrada los sábados y los días 24 y 31 de diciembre Los sábados no hay ningún registro abierto  El último tique podrá expedirse 15 minutos antes del horario de cierre, a fin de poder atender a todas las personas en espera. Atención en otros idiomas y lenguaje de signos ver apartado 'Servicios'",La atención en otros idiomas se realizará directamente en las oficinas por los gestores en los siguientes horarios:    Lengua de signos española e inglés : 8:30 a 17 horas.   Árabe y chino mandarín: 8:30 a 14:15 horas.    Zona wifi.,Bus_Madrid,6_6_0_8_1,,,"1,4,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bf6f8aa6bd91f010VgnVCM1000000b205a0aRCRD,AVENIDA_DE_RAFAELA_YBARRA_MADRID,https://wikidata.org/entity/Q110749248,V,41,MADRID,http://wikidata.org/entity/Q2807,MADRID_PROVINCE,http://wikidata.org/entity/Q24004405,28026,7,PRADOLONGO,https://wikidata.org/entity/Q10352360,12,USERA,https://wikidata.org/entity/Q953368,439660,4470442,40.3823867401053,-3.710861696949648,,,"AyuntamientoMadrid-OficinasMunicipalesRegistro"
183881,Oficina_de_Atencion_a_la_Ciudadania_Vicalvaro_Linea_Madrid,,"Días laborables:  Lunes a  jueves, de 8:30 a 17 horas Viernes de 8:30 a 14 horas   Julio y agosto: lunes a viernes de 8:30 a 14 horas  Avisos: Cerrada los sábados y los días 24 y 31 de diciembre Los sábados no hay ningún registro abierto  El último tique podrá expedirse 15 minutos antes del horario de cierre, a fin de poder atender a todas las personas en espera. Atención en otros idiomas y lenguaje de signos ver apartado 'Servicios'",Atención en otros idiomas:    Lengua de signos española e inglés: 8:30 a 17 horas.      Zona wifi.,Metro_de_Madrid,9,Bus__Madrid,4_106_3,"1,4,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1eef8aa6bd91f010VgnVCM1000000b205a0aRCRD,PLAZA_DE_DON_ANTONIO_DE_ANDRES_MADRID,https://wikidata.org/entity/Q131349485,V,18,MADRID,http://wikidata.org/entity/Q2807,MADRID_PROVINCE,http://wikidata.org/entity/Q24004405,28032,1,CASCO_HVICALVARO,,19,VICALVARO,https://wikidata.org/entity/Q589403,448578,4472583,40.402274421503414,-3.605974909947404,,,"AyuntamientoMadrid-OficinasMunicipalesRegistro"
182351,Oficina_de_Atencion_a_la_Ciudadania_Villa_de_Vallecas_Linea_Madrid,,"Días laborables:  Lunes a  jueves, de 8:30 a 17 horas Viernes de 8:30 a 14 horas   Julio y agosto: lunes a viernes de 8:30 a 14 horas  Avisos: Cerrada los sábados y los días 24 y 31 de diciembre Los sábados no hay ningún registro abierto  El último tique podrá expedirse 15 minutos antes del horario de cierre, a fin de poder atender a todas las personas en espera. Atención en otros idiomas y lenguaje de signos ver apartado 'Servicios'",Atención en otros idiomas:    Lengua de signos española e inglés: 8:30 a 17 horas.      Zona wifi.,Metro_de_Madrid,1,Bus__Madrid,143_54_58_103_142,"1,4,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1e308aa6bd91f010VgnVCM1000000b205a0aRCRD,PASEO_DE_FEDERICO_GARCIA_LORCA_MADRID,https://wikidata.org/entity/Q131349608,V,12,MADRID,http://wikidata.org/entity/Q2807,MADRID_PROVINCE,http://wikidata.org/entity/Q24004405,28031,1,CASCO_HVALLECAS,,18,VILLA_DE_VALLECAS,https://wikidata.org/entity/Q1947988,447248,4469998,40.378906127214485,-3.6214421258656073,,,"AyuntamientoMadrid-OficinasMunicipalesRegistro"
181738,Oficina_de_Atencion_a_la_Ciudadania_Villaverde_Linea_Madrid,,"Días laborables:  Lunes a  jueves, de 8:30 a 17 horas Viernes de 8:30 a 14 horas   Julio y agosto: lunes a viernes de 8:30 a 14 horas  Avisos: Cerrada los sábados y los días 24 y 31 de diciembre Los sábados no hay ningún registro abierto  El último tique podrá expedirse 15 minutos antes del horario de cierre, a fin de poder atender a todas las personas en espera. Atención en otros idiomas y lenguaje de signos ver apartado 'Servicios'",La atención en otros idiomas se realizará directamente en las oficinas por los gestores en los siguientes horarios:    Lengua de signos española e inglés : 8:30 a 17 horas.   Rumano: 8:30 a 14:15 horas.    Zona wifi.,Bus_Madrid,7_6,Cercanias__Renfe,5,"1,4,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=69a08aa6bd91f010VgnVCM1000000b205a0aRCRD,CALLE_DEL_ARROYO_BUENO_MADRID,https://wikidata.org/entity/Q131353824,V,53,MADRID,http://wikidata.org/entity/Q2807,MADRID_PROVINCE,http://wikidata.org/entity/Q24004405,28021,1,VILLAVERDE_ALTO_CH,,17,VILLAVERDE,https://wikidata.org/entity/Q919536,439603,4466749,40.349114262596046,-3.7111841220023103,,,"AyuntamientoMadrid-OficinasMunicipalesRegistro"
13834,Oficina_de_objetos_perdidos_del_Ayuntamiento_de_Madrid,,Laborables de lunes a viernes de 8:30 a 14 horas. Cerrado los días 24 y 31 de diciembre.,Zona wifi.,,,,,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7c365a0f8161c010VgnVCM1000000b205a0aRCRD,PASEO_DE_MOLINO,,V,7,MADRID,http://wikidata.org/entity/Q2807,MADRID_PROVINCE,http://wikidata.org/entity/Q24004405,28045,4,LEGAZPI,https://wikidata.org/entity/Q3773990,2,ARGANZUELA,https://wikidata.org/entity/Q2000929,441111,4471350,40.39065926812701,-3.6938716039760795,914800010,objetosperdidos@madrid.es,"AyuntamientoMadrid-OtrasEntidadesAdministrativasAyto"
